"X1","specimen_number","taxon name","collector","coll_number_prefix","coll_number","coll_number_suffix","collection_date","late_collection_date","verbatim_date","county","elevation","locality","latitude","longitude","datum","source","error_distance","units","citation","doy","new_error_distance"
1218,"SD165591","Nemophila menziesii var. integrifolia","Kim Marsden",NA,90,NA,"4/30/2004","4/30/2004",2004-04-30,"San Diego","328 m","At southern end of Cuyamaca Rancho State Park off Hwy 79 on the South Boundary Fire Road (entrance is directly across from the East Mesa Fire Road entrance).",32.88917,-116.57667,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",121,NA
1219,"SD165592","Nemophila menziesii var. integrifolia","Kim Marsden",NA,117,NA,"6/12/2003","6/12/2003",2003-06-12,"San Diego","328 m","Mack Trust property on Hwy 79 in Descanso (pre-acquisition survey)",32.86417,-116.59389,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",163,NA
1220,"SD168874","Nemophila menziesii var. integrifolia","""Jon P. Rebman, J. Gregory, J. Rocks, & M. Mulligan""",NA,10855,NA,"2/1/2005","2/1/2005",2005-02-01,"San Diego","264 m","""Sycuan Peak Ecological Reserve (California Dept. of Fish & Game): southeast of Dehesa, southwest of Loveland Reservoir; on the lower north side of Sycuan Peak, just southwest of a wet spring area along Sloan Canyon Road""",32.76889,-116.81278,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",32,NA
1221,"SD17537","Nemophila menziesii var. integrifolia","Catharine M. Wood",NA,NA,NA,"5/15/1937","5/15/1937",1937-05-15,"San Diego",NA,"Palomar.",33.36337,-116.83613,"WGS84","TOPO! v3.4.2 (copied from SD2400)",2,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",135,3.21868
1222,"SD175479","Nemophila menziesii var. integrifolia","""Jon P. Rebman, Jeannie Gregory""",NA,12425,NA,"4/21/2006","4/21/2006",2006-04-21,"San Diego","415 m","""Loveland Reservoir (land owned by the Sweetwater River Valley Authority): S of Alpine, S of Japatul Valley Road and E of its junction with Dehesa Rd.; extreme NE end of lake, S-side of valley on N-facing slope and along the south shore of the lake""",32.79139,-116.75167,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",111,NA
1223,"SD175480","Nemophila menziesii var. integrifolia","""Jon P. Rebman, J. Gregory, K. Rich, Z. Principe""",NA,12598,NA,"4/27/2006","4/27/2006",2006-04-27,"San Diego","337 m","""Monte Vista Ranch (owned by The Nature Conservancy): S of Ramona, NW of San Vicente Reservoir; S of San Vicente Road along Chuckwagon Road onto the Ranch; just east of the electric lines in Longs Gulch""",32.96528,-116.87167,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",117,NA
1224,"SD176709","Nemophila menziesii var. integrifolia","Jeremy Buegge",NA,1255,NA,"1/22/2005","1/22/2005",2005-01-22,"San Diego","105 m","""Lake Hodges, S of Escondido. SE section of lake, 0.5 mi SE of summit of Bernardo Mtn, 0.5 mi W of I-15. Very near high-water mark (lake recently filled).""",33.0571,-117.0807,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",22,NA
1225,"SD176710","Nemophila menziesii var. integrifolia","""Margaret R. Mulligan, C. Weigand""",NA,1476,NA,"5/10/2006","5/10/2006",2006-05-10,"San Diego","900 m","""Warner Springs area, Vista Irrigation District land, in wash south of S-2 (San Felipe Rd) ca. 1 mile SE of S-2's intersection with SR-79.""",33.2395,-116.6631,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",130,NA
1226,"SD17761","Nemophila menziesii var. integrifolia","Frank F. Gander",NA,3981,NA,"6/10/1937","6/10/1937",1937-06-10,"San Diego",NA,"""So. Fork of Featherstone Creek, Barona Valley""",32.92704,-116.83838,"WGS84","TOPO! v3.4.2",0.75,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",161,1.207005
1227,"SD177738","Nemophila menziesii var. integrifolia","""Jon P. Rebman, Jeannie Gregory""",NA,13034,NA,"3/25/2007","3/25/2007",2007-03-25,"San Diego","634 m","""Cleveland National Forest: Pine Creek Wilderness; north of Barrett Lake, southeast of Alpine; north of the Horsethief Canyon Trailhead on Lyons Valley Road, along a trail in the bottom of Horsethief Canyon; note that this area was partially burned in 2006""",32.75472,-116.66222,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",84,NA
1228,"SD178524","Nemophila menziesii var. integrifolia","""Ian Cain, Nova Fraser, Michelle Averbeck, Phil Lambert""",NA,212,NA,"4/29/2006","4/29/2006",2006-04-29,"San Diego","459 m","""City of Lakeside. Silverwood Wildlife Sanctuary. 13003 Wildcat Canyon Road. Observation area, Ao mi ESE of the intersection of Wildcat Canyon Rd and Old Barona Rd.""",32.918,-116.8808,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",119,NA
1229,"SD180232","Nemophila menziesii var. integrifolia","""Suzann M. Leininger, William M. Leininger""",NA,90,NA,"4/29/2006","4/29/2006",2006-04-29,"San Diego","1693 m","""Palomar Mountain (Birch Hill area), Cleveland National Forest, Observation Pointe Development, 400 feet W of Conifer Rd, 1.5 miles N of its junction with S-7 (East Grade Road).""",33.3186,-116.8453,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",119,NA
1230,"SD180234","Nemophila menziesii var. integrifolia","Enrique Medina",NA,54,NA,"2/25/2005","2/25/2005",2005-02-25,"San Diego","1162 m","""Cleveland National Forest (Noble Canyon), Noble Canyon Trail (south of canyon), ca. 2I(c) mi from Noble Canyon Trailhead, accessed via Pine Valley, on Pine Creek Road.""",32.8627,-116.5106,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",56,NA
1231,"SD185715","Nemophila menziesii var. integrifolia","""Laurie Roberts, Lane McClelland""",NA,9,NA,"5/2/2006","5/2/2006",2006-05-02,"San Diego","1098 m","""Descanso. Just N of I-8, ca. 1 1/3 mi E of its intersection with SR-79.""",32.8242,-116.6039,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",122,NA
1232,"SD185716","Nemophila menziesii var. integrifolia","Joseph A. Betzler",NA,769,NA,"3/1/2002","3/1/2002",2002-03-01,"San Diego","340 m","""San Diego Wild Animal Park, Conservation Area. In the northeast corner of the grounds near 'Condor Release Pens', approx. 1I(c) mi NW of the intersection of Rockwood Canyon and San Pasqual Valley Rd.""",33.1061,-116.9814,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",60,NA
1233,"SD185717","Nemophila menziesii var. integrifolia","""Patrick McConnell, Dianne Newman""",NA,79,NA,"5/27/2005","5/27/2005",2005-05-27,"San Diego","1210 m","""Volcan Mountains, San Felipe Valley Wildlife Area, approx. I(c) mi E of Ferguson Flat. On steep slope far above outlet of Arkansas Cyn. East facing slope, 25-35 degrees.""",33.1233,-116.5725,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",147,NA
1234,"SD186943","Nemophila menziesii var. integrifolia","""Jon P. Rebman, Ziad Hussami""",NA,14617,NA,"4/21/2008","4/21/2008",2008-04-21,"San Diego","995 m","""Hauser Wilderness: Cleveland National Forest; W of Morena Reservoir, at Bronco Flats just S of Skye Valley Road""",32.69457,-116.56417,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",112,NA
1235,"SD189728","Nemophila menziesii var. integrifolia","Jerilyn Hirshberg",NA,1422,NA,"4/28/2007","4/28/2007",2007-04-28,"San Diego","1039 m","""Cleveland National Forest, west of Cuyamaca Mtns, about 5 miles south of intersection of Hwy 78 and Hwy 79, .25 mile north of Eagle Peak Road near road to Deadman Flat""",33.0274,-116.6713,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",118,NA
1236,"SD191233","Nemophila menziesii var. integrifolia","""John Groth, Terri Groth""",NA,18,NA,"4/7/2007","4/7/2007",2007-04-07,"San Diego","883 m","""Cleveland National Forest, Cuyamaca Mountains, 9 mi W of Middle Peak, SE of Sunshine Mountain, Kelly Creek area, W of Boulder Creek Road""",32.9913,-116.6662,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",97,NA
1237,"SD193844","Nemophila menziesii var. integrifolia","""Anna Trunnell, Sheri Konen""",NA,42,NA,"5/11/2007","5/11/2007",2007-05-11,"San Diego","238 m","""Ramona, ca 3.5 mi NW of, NE of San Pasqual Valley Road, on Lower Isabel Creek Rd.""",33.08972,-116.89472,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",131,NA
1238,"SD193845","Nemophila menziesii var. integrifolia","Suzann M. Leininger",NA,144,NA,"3/18/2007","3/18/2007",2007-03-18,"San Diego","477 m","""City of Escondido, 750 Feet South of Rockwood and Old Ranch Road intersection, 800 feet east of Rancho San Pasqual Union school, north-west facing, 5% slope""",33.10972,-117.00722,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",77,NA
1239,"SD193846","Nemophila menziesii var. integrifolia","""John Groth, Terri Groth""",NA,56,NA,"5/13/2007","5/13/2007",2007-05-13,"San Diego","1372 m","""Cleveland National Forest, Cuyamaca Mountains, 1 mi W of North Peak, S of Cosmit Indian Reservation, E of Engineers Road, near Grandview Road""",33.016,-116.612,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",133,NA
1240,"SD193847","Nemophila menziesii var. integrifolia","""Jan E. Maxted, Don Maxted""",NA,410,NA,"3/20/2007","3/20/2007",2007-03-20,"San Diego","655 m","""Bratton Valley, land surrounding 18569 Deerhorn Valley Rd, 3 mi N of Dulzura, 2.5 mi SE of Lyons Peak summit, I(c) mi. SE of inters of Honey Springs Rd & Deerhorn Valley Rd.""",32.67444,-116.74806,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",79,NA
1241,"SD194157","Nemophila menziesii var. integrifolia","""Michael G. Simpson, Jon P. Rebman""",NA,2291,NA,"5/24/2002","5/24/2002",2002-05-24,"San Diego","1868 m","""Saddle, just northeast of Cuyamaca Peak.""",32.95028,-116.60639,"WGS84","TOPO! v3.4.2",0.25,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",144,0.402335
1242,"SD195189","Nemophila menziesii var. integrifolia","""Victoria Marshall, Beverly Pecunia""",NA,516,NA,"4/2/2007","4/2/2007",2007-04-02,"San Diego","288 m","""Lake Poway, Poway; entered at intersection of Espola Rd and Lake Poway Roads; collection points on the Lake Poway loop trail.""",33.01095,-117.01225,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",92,NA
1243,"SD197367","Nemophila menziesii var. integrifolia","""Jon P. Rebman, L. Aerne Hains & S. Leininger""",NA,17974,NA,"6/2/2009","6/2/2009",2009-06-02,"San Diego","1600 m","Palomar Mountains: Cleveland National Forest; northeast of Upper Doane Valley; northwest of Fry Creek Campground",33.3472,-116.89388,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",153,NA
1244,"SD198509","Nemophila menziesii var. integrifolia","""Ian Cain, Lisa Wilson""",NA,669,NA,"3/11/2008","3/11/2008",2008-03-11,"San Diego","2 m","City of Solana Beach. San Elijo Ecological Reserve. South East section. Santa Helena entrance. 180 meters west of trail intersection north of Santa Helena entrance. 840 meters west of west end of El Camino Real",33.0093,-117.249,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",71,NA
1245,"SD199224","Nemophila menziesii var. integrifolia","""Larry Hendrickson, L. Louise Jee""",NA,2161,NA,"5/8/2007","5/8/2007",2007-05-08,"San Diego","1409 m","""Anza-Borrego Desert State Park. West of Lake Cuyamaca,1 mile SW of intersection of State hwy. 79 and County hwy. S-1, and 1.0 air mile SE of North Peak summit. Near old ranch road on the west side of hwy. 79.""",32.99873,-116.5696,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",128,NA
1246,"SD201763","Nemophila menziesii var. integrifolia","Phillip Roullard",NA,191,NA,"3/14/2008","3/14/2008",2008-03-14,"San Diego","27 m","""Border Field State Park, bottom of east facing slope, south towards the border fence, about 1.3 mi east of Pacific Ocean and .15 miles northeast of Border Monument #257""",32.5375,-117.10194,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",74,NA
1247,"SD201764","Nemophila menziesii var. integrifolia","""Richard L. Breisch, Susan L. Breisch""",NA,349,NA,"3/23/2008","3/23/2008",2008-03-23,"San Diego","942 m","""Cleveland National Forest, Lake Morena area, .9 mi NNW of Morena Village and about 1 mi WNW of intersection of Highway S-1 and Oak Dr.""",32.69463,-116.50762,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",83,NA
1248,"SD203508","Nemophila menziesii var. integrifolia","Judy Carlstrom",NA,447,NA,"3/8/2008","3/8/2008",2008-03-08,"San Diego","335 m","""Poway, behind Pomerado Hospital on Pomerado Rd.""",32.99836,-117.04968,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",68,NA
1249,"SD204390","Nemophila menziesii var. integrifolia","Carolyn Martus",NA,418,NA,"3/18/2008","3/18/2008",2008-03-18,"San Diego","138 m","Northeast of Fallbrook. On the south side of the Santa Margarita River at the Willow Glen and North Stagecoach trailhead. Which is about 1.6 miles northwest (by air) of Red Mountain Lookout",33.41306,-117.21389,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",78,NA
1250,"SD20458","Nemophila menziesii var. integrifolia","A. J. Stover",NA,NA,NA,"3/21/1938","3/21/1938",1938-03-21,"San Diego",NA,"near CaA'on Road Pt. Loma",32.72802,-117.23979,"WGS84","TOPO! v3.4.2",0.7,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",80,1.126538
1251,"SD205872","Nemophila menziesii var. integrifolia","Jerilyn Hirshberg",NA,1723,NA,"4/12/2008","4/12/2008",2008-04-12,"San Diego","750 m","""Cleveland National Forest, W of Cuyamaca Mtns, about 1.25 mile west of intersection of Boulder Creek Road and Cedar Creek Road""",32.987,-116.7093,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",103,NA
1252,"SD205873","Nemophila menziesii var. integrifolia","Jerilyn Hirshberg",NA,1697,NA,"4/4/2008","4/4/2008",2008-04-04,"San Diego","1239 m","""Cleveland National Forest, W of Cuyamaca Mtns, about 0.5 miles east of Deadman Flat, about .25 miles north of Eagle Peak Road, about 2.75 milesby road SW of intersection with Boulder Creek Road""",33.0344,-116.6609,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",95,NA
1253,"SD206766","Nemophila menziesii var. integrifolia","""Jon P. Rebman, L. Aerne Hains & parabotany volunteers""",NA,19933,NA,"7/8/2010","7/8/2010",2010-07-08,"San Diego","1060 m","Cleveland National Forest: Cutca Valley on the lower northern slope of Palomar Mountain; along Cutca Valley Truck Trail",33.39034,-116.91667,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",189,NA
