X1,specimen_number,taxon name,collector,coll_number_prefix,coll_number,coll_number_suffix,collection_date,late_collection_date,verbatim_date,county,elevation,locality,latitude,longitude,datum,source,error_distance,units,citation,doy,new_error_distance_m
994,RSA15373,Nemophila menziesii var. atomaria,Carl B. Wolf,NA,346,NA,4/24/1927,4/24/1927,4/24/1927,Marin,NA,The coastal side of Mill Valley toll road.,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),114,NA
995,RSA244978,Nemophila menziesii var. atomaria,D. E. Anderson,NA,3532,NA,4/24/1965,4/24/1965,4/24/1965,Humboldt,NA,Along Titlow Hill Road.,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),114,NA
996,RSA421376,Nemophila menziesii var. atomaria,Mark Morris,s.n.,NA,NA,3/30/1929,3/30/1929,3/30/1929,Marin,NA,Mt. Tamalpais.,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),89,NA
997,RSA42344,Nemophila menziesii var. atomaria,"""Lincoln Constance, James Ashley, H. L. Mason""",NA,3028,NA,3/22/1946,3/22/1946,3/22/1946,Marin,168m,"""Jct of Alpine Lake road with Pine Mtn fire trail, 2 miles SW of Fairfax""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),81,NA
998,RSA74751,Nemophila menziesii var. atomaria,"""Albert M. Vollmer, L. Beane""",NA,122,NA,6/6/1951,6/6/1951,6/6/1951,Humboldt,NA,On road between Orick and Weitchpec.,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),157,NA
999,RSA75877,Nemophila menziesii var. atomaria,Mabel Peirson,NA,6535,NA,3/28/1926,3/28/1926,3/28/1926,Marin,NA,Tennessee Cove.,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),87,NA
1000,RSA75893,Nemophila menziesii var. atomaria,Lincoln Constance,NA,2158,NA,4/24/1938,4/24/1938,4/24/1938,Sonoma,91m,"""Mouth of small canyon, 0.5 mile south of Fort Ross.""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),114,NA
1001,RSA79378,Nemophila menziesii var. atomaria,"""E. K. Balls, Lee W. Lenz""",NA,17205,NA,5/12/1952,5/12/1952,5/12/1952,Trinity,915m,"""Mad River, 3.6 miles east of Humboldt-Trinity Co. line, Highway 36 from Cobbs to Forest Glen.""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),133,NA
1002,RSA796428,Nemophila menziesii var. atomaria,L. S. Rose,NA,39077,NA,4/23/1939,4/23/1939,4/23/1939,Marin,46m,Nicasio.,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),113,NA
1003,SBBG6138,Nemophila menziesii var. atomaria,H. and M. Dearing,NA,4135,NA,3/21/1940,3/21/1940,3/21/1940,Marin,NA,rd to Tamalpais from Fairfax,NA,NA,NA,Error Radius &gt; 10 km,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),81,NA
1004,SD42585,Nemophila menziesii var. atomaria,Carl B. Wolf,NA,8915,NA,6/19/1937,6/19/1937,6/19/1937,Humboldt,762 m,"""North Coast Range, 3 mi. w. of Little Van Duzen River at summit of grade -- Dinsmores to Bridgeville.""",NA,NA,NA,NA,0,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),170,NA
1005,SD88406,Nemophila menziesii var. atomaria,Darley F. Howe,NA,4815,NA,5/1/1972,5/1/1972,5/1/1972,Sonoma,NA,Duncan Point.,NA,NA,NA,NA,0,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),122,NA
1006,SEINET5521025,Nemophila menziesii var. atomaria,J. P. Tracy,NA,2445,NA,5/6/1906,5/6/1906,5/6/1906,Humboldt,60m,Near Hydesville,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),126,NA
1007,SEINET5521026,Nemophila menziesii var. atomaria,J. Vetter,s.n.,NA,NA,4/23/1955,4/23/1955,4/23/1955,Placer,549m,"""Along iron mine road, 1/4 mile off U.S. 40. Iron mine turnoff 4 miles east of Auburn""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),113,NA
1008,SEINET9351968,Nemophila menziesii var. atomaria,Unknown,NA,91,NA,4/2/1933,4/2/1933,4/2/1933,Napa,NA,"""Napa Co., CA""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),92,NA
1009,UC1073323,Nemophila menziesii var. atomaria,George B. Rossbach,NA,431,NA,3/5/1955,3/5/1955,3/5/1955,Marin,167 m,open pinnacles just e lighthouse (seaward end Pt. Reyes); seasward end Pt. Reyes,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),64,NA
1010,UC1237966,Nemophila menziesii var. atomaria,John H. Weiler,NA,617,NA,2/17/1961,2/17/1961,2/17/1961,Napa,NA,2.6 mi s Napa State Hospital (in a pasture beside State Highway 12); s of Napa State Hospital,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),48,NA
1011,UC1239752,Nemophila menziesii var. atomaria,Joseph P. Tracy,NA,6174,NA,4/1/1923,4/1/1923,4/1/1923,Humboldt,274 m,"""3 mi e Blue Lake (Mankin Place); e of Blue Lake, Mankin Place""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),91,NA
1012,UC1239754,Nemophila menziesii var. atomaria,Joseph P. Tracy,NA,7910,NA,4/23/1927,4/23/1927,4/23/1927,Humboldt,3 m,Trinidad Trinidad (on coast bluffs),NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),113,NA
1013,UC1745798,Nemophila menziesii var. atomaria,"""Annetta M. Carter, Herbert L. Mason""",NA,1408,NA,5/18/1938,5/18/1938,5/18/1938,Marin,NA,Marsh at summit of road 2.5 mi. W of Inverness. Pt. Reyes.,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),138,NA
1014,UC562582,Nemophila menziesii var. atomaria,Joseph P. Tracy,NA,6191,NA,4/15/1923,4/15/1923,4/15/1923,Humboldt,274 m,"""at Berry's North Coast Ranges, , Berry's (Redwood Creek)""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),105,NA
1015,UC562586,Nemophila menziesii var. atomaria,Joseph P. Tracy,NA,7903,NA,4/17/1927,4/17/1927,4/17/1927,Humboldt,274 m,NA,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),107,NA
1016,UCD120238,Nemophila menziesii var. atomaria,"""J. Adams, J. Weick""",NA,254,NA,5/8/1993,5/8/1993,5/8/1993,Sonoma,NA,About 40 air miles N of San Francisco; about 11 air miles E of Santa Rosa and 2.5 air miles NE of Kenwood. In Adobe Canyon N of Sugarloaf Ridge and S of Red Mtn 1 mile.,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),128,NA
1017,UCD120239,Nemophila menziesii var. atomaria,Charles B. Heiser Jr.,NA,1880,NA,2/18/1947,2/18/1947,2/18/1947,Napa,NA,14 miles north of Napa.,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),49,NA
1018,UCD120241,Nemophila menziesii var. atomaria,Frederic Hrusa,NA,5501,NA,2/21/1988,2/21/1988,2/21/1988,Sonoma,NA,South of Mt. St. Helena. Near Kenwood.,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),52,NA
1019,UCD120243,Nemophila menziesii var. atomaria,"""Caitlin Lewis, William Mutch""",NA,3,NA,4/17/1993,4/17/1993,4/17/1993,Sonoma,365 m,"""About 40 air miles N of San Francisco, 11 air miles E of Santa Rosa, and 2.5 air miles NE of Kenwood. In Adobe Canyon N of Sugarloaf Ridge and S of Red Mtn. 1 mile. Near visitor center.""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),107,NA
1020,UCD120244,Nemophila menziesii var. atomaria,Paul Marsh,NA,2,NA,3/22/1957,3/22/1957,3/22/1957,Solano,NA,"""North side of road to Green Valley Falls, 1 mile west of Rockville.""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),81,NA
1021,UCD166683,Nemophila menziesii var. atomaria,Jake Ruygt,NA,3883,NA,3/21/1998,3/21/1998,3/21/1998,Napa,187 m,"""west of Pope Canyon Road, north side of Burton Creek.""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),80,NA
1022,UCSB11504,Nemophila menziesii var. atomaria,Jim Blattau,NA,125,NA,4/17/1962,4/17/1962,4/17/1962,Marin,60 m,End of road at tip of Point Reyes Peninsula,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),107,NA
1023,UCSB11673,Nemophila menziesii var. atomaria,Dianne Connelly,NA,41,NA,4/17/1962,4/17/1962,4/17/1962,Santa Clara,NA,California Highway 9; 1.5 miles west of junction with Highway 5; 14 miles east of Big Basin,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),107,NA
1024,UCSB29347,Nemophila menziesii var. atomaria,M. Phelps,NA,50,NA,3/20/1972,3/20/1972,3/20/1972,Humboldt,24 m,0.6 mi. along Black Sands Rd. from Shelter Cove Rd. junction; Shelter Cove,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),80,NA
1025,UCSC005047,Nemophila menziesii var. atomaria,Randall Morgan,NA,1551,NA,4/20/1989,4/20/1989,4/20/1989,Santa Cruz,NA,"""Scotts Valley, """"Glamud Estates"""" site, Scotts Valley""",NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),110,NA
1026,UCSC007570,Nemophila menziesii var. atomaria,Randall Morgan,NA,1398,NA,4/1/1989,4/1/1989,4/1/1989,Santa Cruz,NA,North-facing slope above Swanton Road,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),91,NA
1027,UCSC007610,Nemophila menziesii var. atomaria,Randall Morgan,NA,4034,NA,3/24/2004,3/24/2004,3/24/2004,Santa Cruz,NA,Shady slope above (W of) Swanton Rd,NA,NA,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),84,NA
1028,CAS-BOT-BC7216,Nemophila menziesii var. integrifolia,Harvey Monroe Hall; Harley Pierce Chandler,NA,6769,NA,4/29/1906,4/29/1906,4/29/1906,San Bernardino,925 m,"""Dead Man's Point, near Victorville, on the Mohave Desert""",34.473101,-117.124596,Geolocate (copied from DS135657),WGS84,2,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),119,2000
1029,CAS-BOT-BC7218,Nemophila menziesii var. integrifolia,Marcus Eugene Jones,NA,3037,NA,1882-04-01,1882-04-01,1882-04-01,Los Angeles,NA,Pasadena,34.152867,-118.121454,Geolocate (copied from A343463),WGS84,6.7,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),91,6700
1030,CAS-BOT-BC7220,Nemophila menziesii var. integrifolia,Samuel Bonsal Parish,s.n.,NA,NA,1889-06-11,1889-06-11,1889-06-11,San Bernardino,1219 m,Near Summit of Waterman's Canyon,34.2281,-117.301,NA,Geolocate; Geolocate,1.2,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),162,1200
1031,CHSC27517,Nemophila menziesii var. integrifolia,Michael F. Henetz,NA,13,NA,4/15/1978,4/15/1978,4/15/1978,Lake,529 m,Ca. 100 m s of junction of Hwy. 29 and Hwy. 175.,38.9425,-122.792222,NAD 1983,DMS conversion by CCH loading script,0.25,mi,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),105,402.335
1032,CHSC701,Nemophila menziesii var. integrifolia,Sonia R. Westerberg,NA,NA,NA,4/1/1938,4/1/1938,4/1/1938,San Bernardino,NA,Redlands Wash,34.039722,-117.193333,NAD 1983,DMS conversion by CCH loading script,3,mi,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),91,4828.02
1033,GMDRC4298,Nemophila menziesii var. integrifolia,J. Andre,NA,13319,NA,4/2/2010,4/2/2010,4/2/2010,San Bernardino,1331 m,"""Granite Mountains: eastern end of range in UC Granite Mtns Desert Research Center, upper Granite Cove in Granite Cove Spring area""",34.784483,-115.6598,NAD83,GPS (DMS/UTM conversion by CCH loading script),30,m,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),92,30
1034,GMDRC7692,Nemophila menziesii var. integrifolia,J. M. Andre,NA,33264,NA,3/3/2015,3/3/2015,3/3/2015,San Bernardino,1348 m,"""Granite Mountains: UC GM Desert Research Ctr; upper Granite Cove along Sybil Allanson Trail, 0.3 mi. west of trailhead""",34.784817,-115.664,NAD83,GPS (DMS/UTM conversion by CCH loading script),30,m,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),62,30
1035,GMDRC9674,Nemophila menziesii var. integrifolia,"""J. M. Andre, Vanessa Handley, Clare Al-Witri, Ben Anderson (UCBG)""",NA,37845,NA,4/9/2017,4/9/2017,4/9/2017,San Bernardino,1350 m,"""Granite Mountains: UC Granite Mtns Desert Research Center; upper Cottonwood Basin, approx 2 mi. west of parking area at mouth of basin""",34.80558,-115.67141,NAD83,GPS (DMS/UTM conversion by CCH loading script),30,m,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),99,30
1036,GMDRC9754,Nemophila menziesii var. integrifolia,"""Ben Anderson, (UCBG group) Vanessa Handley, Clare Al-Witri""",NA,NA,NA,4/1/2017,4/1/2017,4/1/2017,San Bernardino,1280 m,"""Granite Mountains: UC Granite Mtns Desert Research Center; southeast end of Cottonwood Basin, approx 1 mi. southwest of trailhead parking area""",34.80936,-115.65561,NAD83,GPS (DMS/UTM conversion by CCH loading script),30,m,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),91,30
1037,GMDRC995,Nemophila menziesii var. integrifolia,G. L. Clifton,NA,24457,NA,4/4/2001,4/4/2001,4/4/2001,San Bernardino,1229 m,"""Granite Mtns: Granite Mtns: Cottonwood Basin, on ne. side, at about 4030 ft elevation, in small grassy openings among pinyon Near 34 deg. 49.154' N 115 deg. 38.848' W. Elev. 4030 ft.""",34.819233,-115.647467,not recorded,GPS (DMS/UTM conversion by CCH loading script),30,m,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),94,30
1038,IRVC15781,Nemophila menziesii var. integrifolia,Susan C. Baugh,NA,147,NA,4/26/1978,4/26/1978,4/26/1978,San Bernardino,1067 m,"""UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. ca. 2 miles (air) ESE of Pinoneertown, 1.5 mi. (air) NW of Yucca Valley; back of Not Much Canyon, north-facing slope. Little San Bernardino Mountains""",34.1523,-116.4557,WGS84,GoogleMaps via BerkeleyMapper (copied from IRVC15770),1,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),116,1000
1039,IRVC15782,Nemophila menziesii var. integrifolia,Susan C. Baugh,NA,147,NA,4/26/1978,4/26/1978,4/26/1978,San Bernardino,1067 m,"""UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. ca. 2 miles (air) ESE of Pinoneertown, 1.5 mi. (air) NW of Yucca Valley; back of Not Much Canyon, north-facing slope. Little San Bernardino Mountains""",34.1523,-116.4557,WGS84,GoogleMaps via BerkeleyMapper (copied from IRVC15770),1,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),116,1000
1040,IRVC19117,Nemophila menziesii var. integrifolia,Gordon A. Marsh,NA,42,NA,4/15/1982,4/15/1982,4/15/1982,San Bernardino,1078 m,"""UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. ca. 2 miles (air) ESE of Pinoneertown, 1.5 mi. (air) NW of Yucca Valley; bottom of 1st draw Railroad Canyon. Little San Bernardino Mountains""",34.1498,-116.465,WGS84,CalTopo (copied from IRVC19578),3,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),105,3000
1041,IRVC19118,Nemophila menziesii var. integrifolia,Gordon A. Marsh,NA,42,NA,4/15/1982,4/15/1982,4/15/1982,San Bernardino,1078 m,"""UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. ca. 2 miles (air) ESE of Pinoneertown, 1.5 mi. (air) NW of Yucca Valley; bottom of 1st draw Railroad Canyon. Little San Bernardino Mountains""",34.1498,-116.465,WGS84,CalTopo (copied from IRVC19578),3,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),105,3000
1042,IRVC19119,Nemophila menziesii var. integrifolia,Gordon A. Marsh,NA,42,NA,4/15/1982,4/15/1982,4/15/1982,San Bernardino,1078 m,"""UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. ca. 2 miles (air) ESE of Pinoneertown, 1.5 mi. (air) NW of Yucca Valley; bottom of 1st draw Railroad Canyon. Little San Bernardino Mountains""",34.1498,-116.465,WGS84,CalTopo (copied from IRVC19578),3,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),105,3000
1043,IRVC19153,Nemophila menziesii var. integrifolia,Gordon A. Marsh,NA,23,NA,4/15/1982,4/15/1982,4/15/1982,San Bernardino,1076 m,"""UC Burns Pinyon Ridge Reserve, off Skyline Ranch Rd. ca. 2 miles (air) ESE of Pinoneertown, 1.5 mi. (air) NW of Yucca Valley; Railroad Canyon Wash. Little San Bernardino Mountains""",34.1498,-116.465,WGS84,CalTopo (copied from IRVC19578),3,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),105,3000
1044,IRVC29323,Nemophila menziesii var. integrifolia,Mark A. Elvin,NA,4670,NA,4/1/2006,4/1/2006,4/1/2006,San Bernardino,1220 m,"""Pipes Canyon Preserve; Sorrel Horse Cyn, S of Pioneertown Road along wash and ridge to the S. Southern Mojave Desert, Little San Bernardino Mtns""",34.16113889,-116.5109444,NA,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),91,NA
