specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,county,locality,source,datum
SD136823,1992-05-06,1992,5,6,127,33.49225,-117.38606,640,402.335,integrifolia,San Diego,"""So. Santa Ana Mts, San Mateo Cyn Wilderness Area. S side of Miller Mt along 'Miller Canyon', the major drainage on the southern flank of the mountain, from Road 8S02 upstream to the area of contact between lower granitic and higher basaltic rocks.""",cch1,WGS84
SD137733,1995-05-04,1995,5,4,124,33.45,-116.95,609,NA,integrifolia,Riverside,"""Cleveland Nat'l Forest, Agua Tibia Wilderness Area. N slope of Agua Tibia Mtn., E of Dripping Springs Alcove Area, N of Woodchuck Trail.""",cch1,NA
SD15061,1936-04-28,1936,4,28,119,32.54362,-117.08315,NA,402.335,integrifolia,San Diego,Near Monument School,cch1,WGS84
SD15169,1936-05-05,1936,5,5,126,33.04838,-116.63085,NA,1609.34,integrifolia,San Diego,Pine Hills,cch1,WGS84
SD155169,2002-04-19,2002,4,19,109,32.87278,-116.7475,818,NA,integrifolia,San Diego,Kelley/Rebman Ranch at 565 Anderson Truck Trail on northwest side of Viejas Mountain: approx. 2 miles north of Victoria Road in Alpine,cch1,NA
SD155607,2003-03-15,2003,3,15,74,32.995,-116.53667,1441,NA,integrifolia,San Diego,"""Cuyamaca Lake, Lucky 5 Acquisition, Location 3 - Knoll with grassland on northeast side.""",cch1,NA
SD157169,2004-03-28,2004,3,28,88,32.873,-116.6255,1100,NA,integrifolia,San Diego,"""Descanso, ca. I(c) mile north of Hulburd Grove. Drainage running down to Sweetwater river, north-facing slope.""",cch1,NA
SD157170,2004-05-22,2004,5,22,143,32.8447,-116.4489,1562,NA,integrifolia,San Diego,"""Laguna Mountains, Sunrise Highway, Kitchen Creek Truck Trail.""",cch1,NA
SD158116,2004-05-08,2004,5,8,129,32.90417,-116.4725,1661,NA,integrifolia,San Diego,"""Square # 33: Noble Canyon Trail, 0.8 miles west of Sunrise Hwy trailhead; 100' east of Pine Creek Road junction""",cch1,NA
SD158701,2003-04-19,2003,4,19,109,32.63889,-116.34556,1123,NA,integrifolia,San Diego,Boulevard - Garza Property near Shasta Lane - Location 1- near graded area at southwestern edge of property.,cch1,NA
SD15885,1936-05-30,1936,5,30,151,32.92561,-116.45807,NA,2011.675,integrifolia,San Diego,"""Laguna Mts., near Garnet""",cch1,WGS84
SD160300,2004-03-27,2004,3,27,87,33.07056,-116.60194,1289,NA,integrifolia,San Diego,"""3225 Pine Hills Road, Julian, CA 92036""",cch1,NA
SD160590,2003-04-08,2003,4,8,98,32.93194,-116.49333,1600,NA,integrifolia,San Diego,Laguna Mountains: Lucky 5 Ranch; southern portion of new acquisition by California State Parks: west side of Sunrise Hwy (S-1) between Cuyamaca Lake and Mount Laguna,cch1,NA
SD160591,2003-04-29,2003,4,29,119,32.66361,-116.22167,869,NA,integrifolia,San Diego,"""Walker Canyon Ecological Reserve: between Boulevard and Jacumba on the north side of Interstate 8, along arroyo bottom near stream""",cch1,NA
SD165197,2004-03-25,2004,3,25,85,32.79583,-116.55,1235,NA,integrifolia,San Diego,"""4 miles south of pine valley, bear valley rd. 1 mile east of corte madera rd.""",cch1,NA
SD165589,2004-03-23,2004,3,23,83,32.97222,-116.57167,451,NA,integrifolia,San Diego,"""Los Caballos Horse Camp, Cuyamaca Rancho State Park""",cch1,NA
SD165590,2005-02-13,2005,2,13,44,33.0971,-116.6592,1060,NA,integrifolia,San Diego,0.5 mile SE of entrance to Inaja picnic area on Highway 78/79 between Santa Isabel and Wynola,cch1,NA
SD165591,2004-04-30,2004,4,30,121,32.88917,-116.57667,328,NA,integrifolia,San Diego,At southern end of Cuyamaca Rancho State Park off Hwy 79 on the South Boundary Fire Road (entrance is directly across from the East Mesa Fire Road entrance).,cch1,NA
SD165592,2003-06-12,2003,6,12,163,32.86417,-116.59389,328,NA,integrifolia,San Diego,Mack Trust property on Hwy 79 in Descanso (pre-acquisition survey),cch1,NA
SD168874,2005-02-01,2005,2,1,32,32.76889,-116.81278,264,NA,integrifolia,San Diego,"""Sycuan Peak Ecological Reserve (California Dept. of Fish & Game): southeast of Dehesa, southwest of Loveland Reservoir; on the lower north side of Sycuan Peak, just southwest of a wet spring area along Sloan Canyon Road""",cch1,NA
SD17537,1937-05-15,1937,5,15,135,33.36337,-116.83613,NA,3218.68,integrifolia,San Diego,Palomar.,cch1,WGS84
SD175479,2006-04-21,2006,4,21,111,32.79139,-116.75167,415,NA,integrifolia,San Diego,"""Loveland Reservoir (land owned by the Sweetwater River Valley Authority): S of Alpine, S of Japatul Valley Road and E of its junction with Dehesa Rd.; extreme NE end of lake, S-side of valley on N-facing slope and along the south shore of the lake""",cch1,NA
SD175480,2006-04-27,2006,4,27,117,32.96528,-116.87167,337,NA,integrifolia,San Diego,"""Monte Vista Ranch (owned by The Nature Conservancy): S of Ramona, NW of San Vicente Reservoir; S of San Vicente Road along Chuckwagon Road onto the Ranch; just east of the electric lines in Longs Gulch""",cch1,NA
SD176709,2005-01-22,2005,1,22,22,33.0571,-117.0807,105,NA,integrifolia,San Diego,"""Lake Hodges, S of Escondido. SE section of lake, 0.5 mi SE of summit of Bernardo Mtn, 0.5 mi W of I-15. Very near high-water mark (lake recently filled).""",cch1,NA
SD176710,2006-05-10,2006,5,10,130,33.2395,-116.6631,900,NA,integrifolia,San Diego,"""Warner Springs area, Vista Irrigation District land, in wash south of S-2 (San Felipe Rd) ca. 1 mile SE of S-2's intersection with SR-79.""",cch1,NA
SD17761,1937-06-10,1937,6,10,161,32.92704,-116.83838,NA,1207.005,integrifolia,San Diego,"""So. Fork of Featherstone Creek, Barona Valley""",cch1,WGS84
SD177738,2007-03-25,2007,3,25,84,32.75472,-116.66222,634,NA,integrifolia,San Diego,"""Cleveland National Forest: Pine Creek Wilderness; north of Barrett Lake, southeast of Alpine; north of the Horsethief Canyon Trailhead on Lyons Valley Road, along a trail in the bottom of Horsethief Canyon; note that this area was partially burned in 2006""",cch1,NA
SD178524,2006-04-29,2006,4,29,119,32.918,-116.8808,459,NA,integrifolia,San Diego,"""City of Lakeside. Silverwood Wildlife Sanctuary. 13003 Wildcat Canyon Road. Observation area, Ao mi ESE of the intersection of Wildcat Canyon Rd and Old Barona Rd.""",cch1,NA
SD180232,2006-04-29,2006,4,29,119,33.318600000000004,-116.8453,1693,NA,integrifolia,San Diego,"""Palomar Mountain (Birch Hill area), Cleveland National Forest, Observation Pointe Development, 400 feet W of Conifer Rd, 1.5 miles N of its junction with S-7 (East Grade Road).""",cch1,NA
SD180234,2005-02-25,2005,2,25,56,32.8627,-116.5106,1162,NA,integrifolia,San Diego,"""Cleveland National Forest (Noble Canyon), Noble Canyon Trail (south of canyon), ca. 2I(c) mi from Noble Canyon Trailhead, accessed via Pine Valley, on Pine Creek Road.""",cch1,NA
SD185715,2006-05-02,2006,5,2,122,32.8242,-116.6039,1098,NA,integrifolia,San Diego,"""Descanso. Just N of I-8, ca. 1 1/3 mi E of its intersection with SR-79.""",cch1,NA
SD185716,2002-03-01,2002,3,1,60,33.1061,-116.9814,340,NA,integrifolia,San Diego,"""San Diego Wild Animal Park, Conservation Area. In the northeast corner of the grounds near 'Condor Release Pens', approx. 1I(c) mi NW of the intersection of Rockwood Canyon and San Pasqual Valley Rd.""",cch1,NA
SD185717,2005-05-27,2005,5,27,147,33.1233,-116.5725,1210,NA,integrifolia,San Diego,"""Volcan Mountains, San Felipe Valley Wildlife Area, approx. I(c) mi E of Ferguson Flat. On steep slope far above outlet of Arkansas Cyn. East facing slope, 25-35 degrees.""",cch1,NA
SD186943,2008-04-21,2008,4,21,112,32.69457,-116.56417,995,NA,integrifolia,San Diego,"""Hauser Wilderness: Cleveland National Forest; W of Morena Reservoir, at Bronco Flats just S of Skye Valley Road""",cch1,NA
SD189728,2007-04-28,2007,4,28,118,33.0274,-116.6713,1039,NA,integrifolia,San Diego,"""Cleveland National Forest, west of Cuyamaca Mtns, about 5 miles south of intersection of Hwy 78 and Hwy 79, .25 mile north of Eagle Peak Road near road to Deadman Flat""",cch1,NA
SD191233,2007-04-07,2007,4,7,97,32.9913,-116.6662,883,NA,integrifolia,San Diego,"""Cleveland National Forest, Cuyamaca Mountains, 9 mi W of Middle Peak, SE of Sunshine Mountain, Kelly Creek area, W of Boulder Creek Road""",cch1,NA
SD193844,2007-05-11,2007,5,11,131,33.08972,-116.89472,238,NA,integrifolia,San Diego,"""Ramona, ca 3.5 mi NW of, NE of San Pasqual Valley Road, on Lower Isabel Creek Rd.""",cch1,NA
SD193845,2007-03-18,2007,3,18,77,33.10972,-117.00722,477,NA,integrifolia,San Diego,"""City of Escondido, 750 Feet South of Rockwood and Old Ranch Road intersection, 800 feet east of Rancho San Pasqual Union school, north-west facing, 5% slope""",cch1,NA
SD193846,2007-05-13,2007,5,13,133,33.016,-116.612,1372,NA,integrifolia,San Diego,"""Cleveland National Forest, Cuyamaca Mountains, 1 mi W of North Peak, S of Cosmit Indian Reservation, E of Engineers Road, near Grandview Road""",cch1,NA
SD193847,2007-03-20,2007,3,20,79,32.67444,-116.74806,655,NA,integrifolia,San Diego,"""Bratton Valley, land surrounding 18569 Deerhorn Valley Rd, 3 mi N of Dulzura, 2.5 mi SE of Lyons Peak summit, I(c) mi. SE of inters of Honey Springs Rd & Deerhorn Valley Rd.""",cch1,NA
SD194157,2002-05-24,2002,5,24,144,32.95028,-116.60639,1868,402.335,integrifolia,San Diego,"""Saddle, just northeast of Cuyamaca Peak.""",cch1,WGS84
SD195189,2007-04-02,2007,4,2,92,33.01095,-117.01225,288,NA,integrifolia,San Diego,"""Lake Poway, Poway; entered at intersection of Espola Rd and Lake Poway Roads; collection points on the Lake Poway loop trail.""",cch1,NA
SD197367,2009-06-02,2009,6,2,153,33.3472,-116.89388,1600,NA,integrifolia,San Diego,Palomar Mountains: Cleveland National Forest; northeast of Upper Doane Valley; northwest of Fry Creek Campground,cch1,NA
SD198509,2008-03-11,2008,3,11,71,33.0093,-117.249,2,NA,integrifolia,San Diego,City of Solana Beach. San Elijo Ecological Reserve. South East section. Santa Helena entrance. 180 meters west of trail intersection north of Santa Helena entrance. 840 meters west of west end of El Camino Real,cch1,NA
SD199224,2007-05-08,2007,5,8,128,32.99873,-116.5696,1409,NA,integrifolia,San Diego,"""Anza-Borrego Desert State Park. West of Lake Cuyamaca,1 mile SW of intersection of State hwy. 79 and County hwy. S-1, and 1.0 air mile SE of North Peak summit. Near old ranch road on the west side of hwy. 79.""",cch1,NA
SD201763,2008-03-14,2008,3,14,74,32.5375,-117.10194,27,NA,integrifolia,San Diego,"""Border Field State Park, bottom of east facing slope, south towards the border fence, about 1.3 mi east of Pacific Ocean and .15 miles northeast of Border Monument #257""",cch1,NA
SD201764,2008-03-23,2008,3,23,83,32.69463,-116.50762,942,NA,integrifolia,San Diego,"""Cleveland National Forest, Lake Morena area, .9 mi NNW of Morena Village and about 1 mi WNW of intersection of Highway S-1 and Oak Dr.""",cch1,NA
SD203508,2008-03-08,2008,3,8,68,32.99836,-117.04968,335,NA,integrifolia,San Diego,"""Poway, behind Pomerado Hospital on Pomerado Rd.""",cch1,NA
SD204390,2008-03-18,2008,3,18,78,33.41306,-117.21389,138,NA,integrifolia,San Diego,Northeast of Fallbrook. On the south side of the Santa Margarita River at the Willow Glen and North Stagecoach trailhead. Which is about 1.6 miles northwest (by air) of Red Mountain Lookout,cch1,NA
SD20458,1938-03-21,1938,3,21,80,32.72802,-117.23979,NA,1126.538,integrifolia,San Diego,near CaA'on Road Pt. Loma,cch1,WGS84
SD205872,2008-04-12,2008,4,12,103,32.987,-116.7093,750,NA,integrifolia,San Diego,"""Cleveland National Forest, W of Cuyamaca Mtns, about 1.25 mile west of intersection of Boulder Creek Road and Cedar Creek Road""",cch1,NA
SD205873,2008-04-04,2008,4,4,95,33.0344,-116.6609,1239,NA,integrifolia,San Diego,"""Cleveland National Forest, W of Cuyamaca Mtns, about 0.5 miles east of Deadman Flat, about .25 miles north of Eagle Peak Road, about 2.75 milesby road SW of intersection with Boulder Creek Road""",cch1,NA
SD206766,2010-07-08,2010,7,8,189,33.39034,-116.91667,1060,NA,integrifolia,San Diego,Cleveland National Forest: Cutca Valley on the lower northern slope of Palomar Mountain; along Cutca Valley Truck Trail,cch1,NA
SD206767,2010-04-07,2010,4,7,97,32.95557,-116.79091,669,NA,integrifolia,San Diego,"""Cleveland National Forest: Northeast of El Cajon Mountain, west of the San Diego River and south of Barona Mesa; just west of El Cajon Mountain Truck Trail""",cch1,NA
SD20800,1938-04-10,1938,4,10,100,32.77089,-116.7978,NA,1609.34,integrifolia,San Diego,Whispering Oaks near Sloane Ranch on Sweetwater River,cch1,WGS84
SD21001,1938-04-26,1938,4,26,116,33.27763,-116.85549,NA,402.335,integrifolia,San Diego,Cedar Creek Bridge,cch1,WGS84
SD211031,2007-04-04,2007,4,4,94,32.90152,-116.47683,1577,NA,integrifolia,San Diego,"""Cleveland National Forest, Laguna Mountains, 1 mi SW of junction of Sunrise Hwy (S1) and Filaree Flat Rd S, N of Noble Canyon Creek""",cch1,NA
SD21381,1938-05-10,1938,5,10,130,33.07822,-116.61748,NA,402.335,integrifolia,San Diego,Pine Hills Junction,cch1,WGS84
SD21418,1938-05-18,1938,5,18,138,32.66367,-116.27363,NA,1609.34,integrifolia,San Diego,Burn at Boulevarde,cch1,WGS84
SD215071,2008-03-07,2008,3,7,67,33.02106,-117.0006,338,NA,integrifolia,San Diego,"""Blue Sky Ecological Reserve, Poway. Ca. 0.25 mi SW of the Lake Ramona Dam and 1.5 mi NE of the intersection of Lake Poway Rd and Espola Rd.""",cch1,NA
SD215072,2008-06-07,2008,6,7,159,33.35487,-116.60481,1473,NA,integrifolia,San Diego,"""Warner Springs, northbound Pacific Crest Trail, 6 miles from Lost Valley Rd. trailhead, 200 yards east of trail, along west bank of dry tributary to Agua Caliente Creek""",cch1,NA
SD215561,1997-04-08,1997,4,8,98,33.35028,-117.03278,162,241.401,integrifolia,San Diego,Wilderness Gardens Preserve; ca. 3.4 miles east of Pala south of Highway 76 along the San Luis Rey River.,cch1,WGS84
SD215562,1967-05-15,1967,5,15,135,34.3631,-118.5054,456,500,integrifolia,Los Angeles,"""San Gabriel Mountains, east side Elsmere Canyon near mouth.""",cch1,WGS84
SD216138,2009-04-04,2009,4,4,94,33.22695,-116.82572,849,NA,integrifolia,San Diego,"""Cleveland National Forest, Temescal Valley, A| mi N of Esmeralda Mine, 3A| mi SW of Lake Henshaw Dam, along Lusardi Canyon Truck Trail 1/4 mile S of the divide and bench mark 3041""",cch1,NA
SD216139,2009-04-26,2009,4,26,116,33.1071,-116.5978,1349,NA,integrifolia,San Diego,North of Julian. Volcan Mountain Open Space Preserve. 583 meters north east of intersection of Farmer and Wynola Road.,cch1,NA
SD216140,2009-05-08,2009,5,8,128,32.8536,-116.4803,1554,NA,integrifolia,San Diego,"""Sunrise Highway, Laguna Mountains, Crouch Valley, north side. 5.49km north east of junction of Sunrise Highway and I-8""",cch1,NA
SD21647,1938-05-27,1938,5,27,147,32.94033,-116.51363,NA,1207.005,integrifolia,San Diego,"""Harper Ranch, Rattlesnake Valley""",cch1,WGS84
SD217797,2010-05-06,2010,5,6,126,32.7324,-116.4779,975,NA,integrifolia,San Diego,"""Cleveland National Forest, Buckman Springs area; along Pacific Crest Trail, E of Interstate 8, about 1 mi NNW of junction with Kitchen Creek Road""",cch1,NA
SD219518,2012-02-17,2012,2,17,48,32.5365,-117.10306,85,NA,integrifolia,San Diego,Border Field State Park: west of San Ysidro border crossing; south of Monument Road; just north of the USA/Mexico border fence; east-facing lower slope of Bunker Hill,cch1,NA
SD220069,2006-04-01,2006,4,1,91,34.16111,-116.51083,1220,NA,integrifolia,San Bernardino,"""Little San Bernardino Mountains; Pipes Canyon Preserve; Sorrel Horse Canyon, south of Pioneertown Road along wash and ridge to the south.""",cch1,NA
SD221134,2010-05-31,2010,5,31,151,33.36112,-116.67281,1168,NA,integrifolia,San Diego,Cleveland National Forest; Puerta La Cruz Road; 2 miles SE Mitchell Camp Road and Chihuahua Valley Road; 5.7 miles N of Warner Springs and Hwy 79,cch1,NA
SD221135,2010-05-08,2010,5,8,128,33.36474,-116.67411,1182,NA,integrifolia,San Diego,Cleveland National Forest; Puerta La Cruz Road; 1.75 miles SE Mitchell Camp Road and Chihuahua Valley Road; 6 miles N of Warner Springs and Hwy 79,cch1,NA
SD221136,2009-06-18,2009,6,18,169,33.3447,-116.868,1527,NA,integrifolia,San Diego,"""Palomar Mountain State Park, Fry Creek campground, 2.7 mi. north of the summit of the south Palomar grade, E of Canfield Road""",cch1,NA
SD221658,2012-04-24,2012,4,24,115,32.66724,-116.4419,970,NA,integrifolia,San Diego,Mountain Warfare Training Camp Michael Monsoor: La Posta area; east of Morena Reservoir and west of La Posta Road; along a dirt road,cch1,NA
SD22175,1938-08-06,1938,8,6,218,33.32563,-116.89086,NA,804.67,integrifolia,San Diego,"""Chimney Creek, Palomar Mountain.""",cch1,WGS84
SD227321,2009-03-30,2009,3,30,89,32.8237,-117.0219,162,NA,integrifolia,San Diego,"""Mission Trails Regional Park, .5 mi. southwest of trailhead at Big Rock Park on Mesa Road in Santee, about 1.0 mi W of Hwy 52.""",cch1,NA
SD227322,2008-04-11,2008,4,11,102,32.53722,-117.105,70,NA,integrifolia,San Diego,"""Border Field State Park, at the eastern base of Bunker Hill, south of city of Imperial Beach. South Mesa, flat area just north of US/Mexico Border fence, 1 mi E of Pacific Ocean and about .1 mi NW of Border Monument 257""",cch1,NA
SD230568,2013-03-26,2013,3,26,85,33.06329,-117.1004,130,NA,integrifolia,San Diego,Lake Hodges: south of Escondido; southeast of the intersection of Lake Drive and Beech Lane; along the north side of Lake southeast of the boat ramp; on a northeast-facing slope,cch1,NA
SD238322,2014-04-08,2014,4,8,98,33.44083,-117.40063,725,NA,integrifolia,San Diego,"""Camp Pendleton: northeast portion of Base; Training Area Echo, along a dirt road at the base of the highest ridge of the Santa Margarita Mountains, just northeast of Case Springs Road, west of Margarita Peak & southeast of Case Springs Lake""",cch1,NA
SD244363,2015-02-24,2015,2,24,55,33.3572,-117.3504,139,NA,integrifolia,San Diego,Camp Pendleton: central portion of Base; India Training Area; north of Basilone Rd. & east of Roblar Rd.; along a trail in a canyon bottom,cch1,NA
SD244987,2015-02-24,2015,2,24,55,33.36227,-117.31402,105,NA,integrifolia,San Diego,Camp Pendleton: east-central portion of Base; India Training Area; north of Lake O'Neill; east of the Santa Margarita River; on a rocky slope just east of De Luz Road along the Fallbrook Weapons Station border,cch1,NA
SD256195,2010-04-24,2010,4,24,114,32.72604,-116.94038,124,NA,integrifolia,San Diego,Rancho San Diego; US Fish & Wildlife Refuge; N side of San Miguel Mountain; W of Millar Ranch Road; 0.37 miles SSW of junction with Highway 94 (Campo Road),cch1,NA
SD257290,2015-05-28,2015,5,28,148,32.85686,-116.42813,1831,NA,integrifolia,San Diego,Cleveland National Forest. Mount Laguna.,cch1,WGS84
SD261570,1917-05-12,1917,5,12,132,32.68267,-116.69306,700,NA,integrifolia,San Diego,Cleveland National Forest: Barber Mountain area: west of Barrett Lake and southeast of the junction of Honey Springs Road and Lyons Valley Road; along Forest Rte. 17S10/Barber Mountain Road; along stream in rocky canyon,cch1,NA
SD261730,1994-05-02,1994,5,2,122,32.80635,-116.54912,1150,NA,integrifolia,San Diego,"""Meadow north of small reservoir, south-east of Corte Madera Valley. North-west of Pine Valley""",cch1,WGS84
SD261733,1993-05-25,1993,5,25,145,33.13311,-116.58407,1602,NA,integrifolia,San Diego,"""Volcan Mountains, north of Julian. Near road, extension of Farmer (Volcan) Road, Rutherford Ranch.""",cch1,WGS84
SD262013,1917-03-14,1917,3,14,73,33.38229,-117.28723,245,NA,integrifolia,San Diego,"""Fallbrook Naval Weapons Station: west of Fallbrook; North Magazine, north of Ammunition Road; northwestern part of station; on the northwestern slope of the highest peak on the station""",cch1,NA
SD262510,2010-03-20,2010,3,20,79,32.72141,-116.93084,202,NA,integrifolia,San Diego,Rancho San Diego; N side of San Miguel Mountain; along Millar Ranch Road; 0.8 miles SE of intersection with Highway 94 (Campo Road); 45 yds W of Millar Ranch Road on rock bench in seasonal creek,cch1,NA
SD262511,2012-04-29,2012,4,29,120,33.105,-116.86028,280,NA,integrifolia,San Diego,"""Cleveland National Forest, Pamo Valley, Santa Ysabel Creek, along Forest route 12504 1/4 mile west of intersection with Pamo Valley Rd.""",cch1,NA
SD262512,2010-04-16,2010,4,16,106,33.20222,-116.81806,860,NA,integrifolia,San Diego,"""Cleveland National Forest, west side of Mesa Grande Road, North slope of the ridge above the Patton lode mine along the fence line of private property east of National Forest land.""",cch1,NA
