specimen_number,id,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,repro,county,locality,habitat,source
UCR0076995,1602734,2007-05-11,2007,5,11,131,34.84194,-118.81889,1280,NA,NA,NA,Kern,"hills c. 3/4 mile east of Castac Lake, east of the pipeline road and west of Dry Field Canyon",Open grassy meadow surrounded by oak woodland.,cch2
UCR0105267,1603706,2007-04-19,2007,4,19,109,34.80417,-118.74917,1006,NA,NA,NA,Los Angeles,hills north of Oso Canyon and south of the National Cement Plant,"Grassland on loamy hills with groves of junipers, sometimes dense, on steep or rocky slopes.",cch2
UCR0077199,1604749,2007-04-23,2007,4,23,113,38.54028,-120.84083,302,NA,menziesii,NA,Amador,along Bell Road beside Plymouth Creek just east of Calif. Hwy 49 in the vicinity of Enterprise,Chaparral with oaks.,cch2
UCR0105260,1604922,2007-04-25,2007,4,25,115,34.81417,-118.78472,1128,NA,NA,NA,Los Angeles,"Oso Canyon, 0.5 mi. SE of Kern Co. line, on Oso Canyon Rd.","Grassland and sandy wash with Quercus lobata at edge, and shaded north-facing slope with Quercus chrysolepis and Q. wislizeni.",cch2
UCR0105261,1605852,2007-04-27,2007,4,27,117,34.8675,-118.67594,1067,NA,NA,NA,Los Angeles,"Bronco Canyon, c. 0.5 mi above confluence with Pescado Creek","Steep, NE-facing grassy slope, clay loam soil.",cch2
UCR0105263,1606204,2006-04-25,2006,4,25,115,34.77028,-118.67833,960,NA,NA,NA,Los Angeles,"1/2 mi. NW of La Liebre Ranch on the south side of Hwy 138, west of the mouth of Tentrock Canyon","Steep hills, rocky ridge with shallow gravelly loam over bedrock; dense oak scrub with Quercus john-tuckeri and Juniperus californica.",cch2
UCR0105262,1606323,2006-03-22,2006,3,22,81,34.78889,-118.7375,1006,NA,NA,NA,Los Angeles,"south side of Oso Canyon, 1/2 mile above the National Cement Plant Rd., 1.2 mi. north of Quail Lake","Rolling hills cut by canyons, loam soil; annual grassland dominated by Bromus spp.",cch2
UCR0105266,1606605,2006-04-18,2006,4,18,108,34.79944,-118.75833,1037,NA,NA,NA,Los Angeles,"Oso Canyon, c. 2 miles due north of the west end of Quail Lake",Grassy hillsides in oak woodland.,cch2
UCR0077023,1608420,1998-05-16,1998,5,16,136,34.43333,-117.71667,1402,NA,NA,NA,Los Angeles,"near Pinon Hills, Mescal Highlands, 0.9 mile west of 237th St. East at Panorama Way, 2.3 mi. S of Ft. Tejon Rd.",Pinyon-juniper woodland with Pinus monophylla dominant.,cch2
UCR0105227,1608646,1998-05-30,1998,5,30,150,34.19333,-117.73028,890,NA,NA,NA,Los Angeles,"San Dimas Experimental Forest, Fern Canyon",Canyon bottom; riparian vegetation surrounded by chaparral.,cch2
UCR0077118,1608910,1998-05-23,1998,5,23,143,34.30139,-117.49583,1335,NA,NA,NA,San Bernardino,"Ralston Peak, on southern ridge","Chaparral and coastal sage scrub with Adenostoma fasciculatum, Ceanoithus crassifolius, C. integerrimus, Bromus tectorum, etc.",cch2
UCR0077021,1609654,2001-04-18,2001,4,18,108,34.45167,-117.81139,1223,NA,NA,NA,Los Angeles,"Valyermo area, Bobs Gap, east of Bobs Gap Road at base of ridge","Sandy granitic soil in flat sandy area; Joshua tree woodland with Tetradymia, Chrysothamnus nauseosus, Prunus, Eriodictyon trichocalyx, Yucca brevifolia, Purshia glandulosa, Artemisia tridentata, Lycium cooperi, etc.",cch2
UCR0077020,1609666,2001-04-18,2001,4,18,108,34.45306,-117.80694,1311,NA,NA,NA,Los Angeles,"Valyermo area, ridge top c. 500 m east of south end of Bobs Gap","Sandy granitic soil on ridge top; Joshua tree and juniper woodland with Juniperus californica, Ephedra nevadensis, E. viridis, Prunus fascic., Yucca brevifolia, Y. whipplei, Purshia glandulosa, Hymenoclea sals., etc.",cch2
UCR0105264,1611252,2008-04-11,2008,4,11,102,34.77222,-118.61667,970,NA,NA,NA,Los Angeles,"hills south of Hwy 138, c. 1 mile SW of Neenach School, NW of VABM “Pine”",Open N-facing grassy slopes.,cch2
UCR0105265,1611827,2008-04-10,2008,4,10,101,34.76667,-118.60833,915,NA,NA,NA,Los Angeles,"hills south of Hwy 138, c. 1 mile south of Neenach School, slopes N & E of VABM “Pine”","Rolling hills with annual grassland dominated by wildflowers, grasses, Erodium, etc.",cch2
UCR0077019,1612662,1999-06-25,1999,6,25,176,34.19583,-117.71667,1171,NA,NA,NA,Los Angeles,"Fern Canyon, c. 1.75 mi. east of confluence with upper East Fork San Dimas Canyon","Riparian vegetation surrounded by chaparral with Umbellularia, etc.",cch2
UCR0077064,1612777,2008-06-24,2008,6,24,176,33.71168,-116.69023,1555,NA,NA,NA,Riverside,"May Valley c. 1.25 mi SW of Fleming Ranch, slope below May Valley Rd. toward meadow on nameless tributary NW of Hurkey Crk., north of Bonita Vista Rd.",Moist shaded draw above a meadow; surrounded by dry pine-oak forest.,cch2
UCR0077201,1615620,2008-03-18,2008,3,18,78,38.28639,-120.66,305,NA,menziesii,NA,Calaveras,"Jesus Maria Road, 2.4 miles southeast of its junction with CA-26; beside Jesus Maria Creek",Cottonwood creekside area adjacent to oak woodland.,cch2
UCR0077018,1617788,2001-05-16,2001,5,16,136,34.19525,-118.20658,442,NA,integrifolia,NA,Los Angeles,"Northern San Rafael Hills, Liz’s Loop (Edison Road) to Cherry Canyon Fire Road","Ridgetop, alongside trail, with Acourtia microcephala, Adenostoma fasciculatum, Anthriscus caucalis, Paeonia californica, etc.",cch2
UCR0077173,1618597,2004-05-04,2004,5,4,125,33.35981,-116.67292,899,NA,integrifolia,NA,San Diego,"hills north of Warner Springs, north Indian Flats Campground of Cleveland National Forest along Road 9S05","Gentle valley with stream running over shallow granite bedrock slabs. Woodland of Quercus agrifolia and open meadows of Muhlengergia rigens in drainage bottom; slopes with scrub of Adenostoma sparsifolium, Adenostoma fasciculatum, Ceanothus greggii perplexans, Yucca whipplei, Rhamnus ilicifolia, and Arctostaphylos glauca. Understory includes Lonicera subspicata, Eriogonum fasciculatum, Eriogonum wrightii membranaceum, and Garrya flavescens. Stream with scattered Salix lasiolepis and Fraxinus velutina.",cch2
UCR0077114,1622367,2008-03-24,2008,3,24,84,34.31417,-117.43861,1107,NA,NA,NA,San Bernardino,"Wye Peak at Cajon Junction, NE of 215/Hwy 138 intersection","Mountain top; coastal sage scrub and chaparral, with Erodium cic., Cryptantha, Salvia col., Eriogonum fasc., Eriodictyon tric., Adenostoma fasc., etc.",cch2
UCR0077017,1622506,2008-04-11,2008,4,11,102,34.17028,-117.81278,549,NA,NA,NA,Los Angeles,"San Dimas Experimental Forest, Lewis Paul Canyon, above waterfall at junction of Big Dalton Cyn. Rd.","Canyon bottom with riparian forest surrounded by coastal sage scrub, chaparral and oak woodland, with Ceanothus oliganthus, Salix lasiolepis, Baccharis salicifolia, Rubus californicus, Ageratina adenophora, Ribes, Quercus durata, Nicotiana glauca, etc.",cch2
UCR0077203,1624538,2009-04-04,2009,4,4,94,38.65556,-120.67528,607,NA,menziesii,NA,El Dorado,"Happy Valley Road, 0.8 mile west of its junction with Happy Valley Cut-off",Large grassy opening and depression in oak woodland.,cch2
UCR0077063,1624857,2004-03-27,2004,3,27,87,33.96667,-117.31944,424,NA,NA,NA,Riverside,Riverside; UCR Botanical Garden,Native coastal sage scrub south of the garden fence.,cch2
UCR0077113,1626404,2008-05-21,2008,5,21,142,34.28903,-117.20592,1469,NA,integrifolia,NA,San Bernardino,"east of Rock Camp Station, north of Lake Arrowhead","Draw east of the Station, draining in a stream which empties into Willow Creek, sandy soil in draw, with Pinus coultri, P. jeffreyi, Quercus kelloggii, Q. wislizenii, Arctostaphylos pringlei drupacea, Cercocarpus betuloides, Dichelostemma capitatum, Galium aparine, Bromus tectorum, Clarkia rhomboidea, Phaclia mohavensis, Nemopohila menziesii integrifolia, , Claytonia rubra, Cryptantha simulans.",cch2
UCR0076998,1630104,2010-03-30,2010,3,30,89,34.84278,-118.69528,998,NA,NA,NA,Kern,"hills between Big Sycamore and Little Sycamore canyons, north of reservoir on Calif. Aqueduct",Rounded hills with soil of decomposed granite and pockets of clay; annual grassland.,cch2
UCR0077062,1630107,2010-03-31,2010,3,31,90,33.73444,-117.41083,363,NA,NA,NA,Riverside,"Temescal Canyon at Alberhill, c. 1/2 mi. west of Lake St. on north side of I-15, near Temescal Canyon Rd. undercrossing, at north edge of Concordia Ranch Rd.","Loam with much horse manure on disturbed grassy flats with some shrub recovery; moderately steep rocky hillside with coastal sage scrub; assoc. with Artemisia calif., Eriogonum fasc., Dichelostemma, Microseris lindleyi, Daucus pusillus, Bromus, Avena, etc.",cch2
UCR0077061,1630197,2010-04-07,2010,4,7,97,33.74306,-117.39417,488,NA,NA,NA,Riverside,"southeastern Gavilan Hills north of Alberhill, ridge west of dirt extension of Lake St., 0.9 mi. north (358°) of intersection of I-15 and Lake St.","Ridge top and N-facing 35 ° slope, decomposed granite soil; coastal sage scrub with Salvia apiana, Mirabilis laevis, Artemisia californica, Eriogonum fasciculatum poli., Festuca microstachys, Bromus rubens, B. hordeaceus, etc.",cch2
UCR0077060,1631642,2004-04-05,2004,4,5,96,33.76667,-116.86667,518,NA,NA,NA,Riverside,"Foothills, north of Valle Vista. Indian Creek Watershed","Riparian woodlands along stream, shrublands on surrounding uplands; much of habitat converted to annual grasslands.",cch2
UCR0076994,1631982,2010-04-14,2010,4,14,104,34.91889,-118.64028,1613,NA,NA,NA,Kern,"head of Canyon del Gato Montes, near foot of road over ridge toward Canyon de la Lecheria","Gentle alluvial slope; open area with Eriogonum wrightii, E. fasciculatum polif., Festuca micristachys. Bordered by Quercus chrysolepis thickets.",cch2
UCR0076997,1631989,2010-04-14,2010,4,14,104,34.91,-118.63167,1442,NA,NA,NA,Kern,"Canyon del Gato Montes, above confluence with Canyon del Agua Escondida",Canyon bottom at toe of N-facing slope; partial shade at edge of oak clump.,cch2
UCR0105259,1632057,2010-04-20,2010,4,20,110,34.81389,-118.83194,1141,NA,NA,NA,Los Angeles,"Crane Canyon, 1.0 mi. SE (144°) of Castac Lake, 1.7 mi. NE (43°) of Gorman, just S of Kern Co. line",Rounded hills and large gravelly wash; decomposed granite soil; oak woodland (sparse) and grassland with many annuals.,cch2
UCR0076996,1632120,2010-04-06,2010,4,6,96,34.84622,-118.70036,1009,NA,NA,NA,Kern,"Little Sycamore Canyon, 0.65 km NE (33°) of VABM “Cow” on rounded ridge between east and west forks of canyon","Rolling hills with open oak woodland and grassland with Stipa pulchra, Nemophila menziesii, Thysanocarpus curvipes, Plagiobothrys nothofulvus, annual grasses, Phlox gracilis, etc.",cch2
UCR0076999,1633083,2010-04-26,2010,4,26,116,34.88731,-118.65233,1259,NA,NA,NA,Kern,"mouth of Canyon de la Lecheria, north of the end of 290th St. West, head of Pescado Creek","Grassy N-facing slope at edge of oak scrub of 10-15 ft. tall Q. john-tuckeri, on decomposed granite soil.",cch2
UCR0105244,1634688,2010-04-20,2010,4,20,110,34.78444,-115.65972,1322,NA,integrifolia,NA,San Bernardino,"eastern end of Granite Mountains, UC Granite Mountains Desert Research Center, upper Granite Cove in Granite Cove Spring area","Sandy colluvium derived from granite, on canyon bottom with boulders and Baccharis sergiloides, Muhlenbergia rigida, Salix exigua, Acacia greggii.",cch2
UCR0077196,1635471,2010-05-22,2010,5,22,142,38.59528,-120.65361,677,NA,menziesii,NA,El Dorado,"Perry Creek Road, 0.1 mile south of its junction with Slug Gulch Road, 0.4 mi. northeast of Fairplay",Oak area with farm openings and much chaparral.,cch2
UCR0077059,1638293,2003-04-04,2003,4,4,94,33.80822,-117.26033,536,NA,menziesii,NA,Riverside,"UC Riverside Motte Rimrock Reserve, off Sage Road","Slopes and gullies in wetter areas of coastal sage scrub, with Phacelia, Eucrypta, Emmenanthe.",cch2
UCR0077057,1642294,2011-04-19,2011,4,19,109,33.73889,-117.38889,463,NA,NA,NA,Riverside,"Alberhill, unpaved extension of Lake Street, 1.5 km NNE of the intersection of Lake Street and Hwy 15","Steep hill and roadcut, sparse coastal sage scrub dominated by weedy grasses with Avena barbata, Lotus scoparius brevialatus, Eriogonum fasciculatum foliolosum, Mirabilis laevis. Clay loam soil with granite boulders.",cch2
UCR0077058,1642592,2011-03-29,2011,3,29,88,33.73644,-117.23564,451,NA,NA,NA,Riverside,"hills between Sun City and Perris, low hilltop along powerline corridor c. 1/2 mile west of Goetz Rd., west of Alabaster Loop, above the San Jacinto River upstream of Railroad Canyon Lake",Rocky loam soil with coastal sage scrub dominated by Eriogonum fasciculatum.,cch2
UCR0077111,1643513,2011-04-09,2011,4,9,99,34.59158,-115.50897,496,NA,NA,NA,San Bernardino,"southeast end of Marble Mountains, 4.0 mi north northeast of Chambliss at US Hwy 66, in rugged canyon at end of 4WD dirt road at historic mine site","Very steep limestone canyon walls, with Pleurocoronis pluriseta, Salvia funerea, Peucephyllum schottii, Gilia scopulorum, Cheilanthes parryi.",cch2
UCR0077056,1646462,2011-04-06,2011,4,6,96,33.76306,-117.46639,311,NA,NA,NA,Riverside,"Temescal Canyon, along Temescal Canyon Rd. 1.5 mi. NE (73°) of Glen Ivy Hot Springs, 0-0.4 mi. NE of I-15 crossing","Canyon bottom, sandy wash benches and slopes.",cch2
UCR0077185,1650692,2008-03-25,2008,3,25,85,35.30728,-119.98622,591,NA,NA,NA,San Luis Obispo,"north of Carrizo Plain National Monument, along Soda Lake Road between College and Belmont Streets","Meadow with clay openings, saline areas dominated with Distichlis; also Erodium cicutarium and Atriplex shrubs.",cch2
UCR0077110,1650892,2005-04-21,2005,4,21,111,34.8192,-115.64787,1348,NA,integrifolia,NA,San Bernardino,"Granite Mountains; Cottonwood Basin, UC Granite Mountains Desert Research Center","Hillside with Ambrosia dumosa, Yucca schidigera, Coleogyne ramosissima, Lycium andersonii, Acamptopappus sphaerocephala, Cylindropuntia acanthocarpa.",cch2
UCR0077109,1652132,2012-05-08,2012,5,8,129,34.31102,-117.43883,1198,NA,NA,NA,San Bernardino,"Cajon Pass area, Cleghorn Road (dirt), 2 miles airline east (92°) of Cajon Junction","Gentle mountain slope of decomposed granite; open chaparral with Adenostoma fasciculatum, Eriodictyon trichoclayx.",cch2
UCR0077170,1653886,2009-04-29,2009,4,29,119,33.199,-116.751,1079,NA,integrifolia,NA,San Diego,"Mesa Grande, Nature Conservancy (Wheatly Property), 2 miles W of Morettis Junction (Pala Road & Hwy 79) E of Mesa Grande Road, 2.5 miles south of dam at Lake Henshaw. Square H17","Granitic substrate on oak woodland hilltop, with Quercus engelmannii, Melica frutescens, Wyethia ovata, Lupinus sp., Bromus tectorum, Erodium botrys.",cch2
UCR0077055,1654005,2010-05-10,2010,5,10,130,33.64497,-116.65589,1349,NA,integrifolia,NA,Riverside,"San Bernardino National Forest, Garner Valley, c. 1.1 air mi southeast of junction of FS Road 6S13 and FS Road 6S04","Fairly open forest with some chaparral, with Pinus jeffreyi, Adenostoma fasciculatum, Dichelostemma capitatum Nemophila menziesii var. integrifolia, Bromus tectorum, Sphaeralcea ambigua, Lupinus concinnus, Lasthenia californica, Mimulus bigelovii, Anisocoma acaulis, Linanthus lemmonii.",cch2
UCR0077198,1655702,2012-03-22,2012,3,22,82,38.54139,-120.84472,270,NA,menziesii,NA,Amador,"Bell Road, 0.2 mile east of its junction with CA-49","Oak woodland, with willows beside a small creek.",cch2
UCR0077172,1655775,2012-04-24,2012,4,24,115,32.66719,-116.44189,970,NA,integrifolia,NA,San Diego,Mountain Warfare Training Camp Michael Monsoor: La Posta area; east of Morena Reservoir and west of La Posta Road; along a dirt road. Atlas Square: T23,"Chaparral with Adenostoma fasciculatum, Quercus x acutidens, Rhus ovata, Eriogonum fasciculatum, Yucca schidigera, Salvia apiana, Sambucus nigra, Eriophyllum confertiflorum; granitic substrates.",cch2
UCR0077016,1656367,2010-06-18,2010,6,18,169,34.28419,-118.04531,1220,NA,integrifolia,NA,Los Angeles,"upper Big Tujunga Canyon, 1.2 km north of State Hwy 2 (Angeles Crest Hwy) 0.4 km west of Upper Big Tujunga Canyon Road","Small tributary creek in previously burned Pinus coulteri forest, with Drymocallis glandulosa reflexa, Delphinium patens, Nemophila menziesii integrifolia, Juncus macrophyllus, Arabis eschscholtziana, Galium porrigens, Horkelia rydbergii, Galium porrigens, Scutellaria siphocampyloides; sandy alluvial soil.",cch2
UCR0077108,1658662,1998-04-26,1998,4,26,116,34.18278,-117.40861,549,NA,NA,NA,San Bernardino,"1.9 mi. south on dirt road from Glen Helen Parkway South, east side of Lytle Creek Wash","Alluvial slopes; scrub dominated by Artemisia californica, with Lessingia filaginifolia, Ceanothus crassifolius, Gutierrezia californica, Navarretia, Filago gallica, F. californica, Stylocline gnaphaloides, Conyza, Centaurea melitensis, Rafinesquia californica, Tetradymia comosa, Lasthenia gracilis, etc. Site subsequently developed and vegetation destroyed.",cch2
UCR0077054,1658723,1998-04-09,1998,4,9,99,33.99253,-116.82772,1305,NA,NA,NA,Riverside,"Morongo Indian Reservation, Wood Canyon, east of upper Potrero Canyon",Woodland stand MOR W5.,cch2
UCR0077053,1658740,1998-05-21,1998,5,21,141,33.98592,-116.86969,976,NA,NA,NA,Riverside,"Morongo Indian Reservation, Hathaway Creek Canyon, NW of Cabazon","Riparian woodland along stream in deep canyon; with Quercus chrysolepis, Alnus rhombifolia, Salix laevigata, Toxicodendron diversilobum. Woodland stand H03.",cch2
UCR0077052,1658989,2013-04-02,2013,4,2,92,33.73335,-117.41962,377,NA,NA,NA,Riverside,"Temescal Canyon between Horsethief Canyon Rd. and Hostettler Rd., near I-15 Fwy, SE of Corona (Lee) Lake","Chaparral patches and cleared areas, with Adenostoma fasciculatum.",cch2
UCR0077049,1659237,2013-03-22,2013,3,22,81,33.59806,-117.14194,396,NA,integrifolia,NA,Riverside,"southern end of Menifee Valley, between Hwy 215 and Winchester Rd (Hwy 79), south of Los Alamos Rd, rocky slopes flanking Warm Springs Creek","Disturbed coastal sage scrub in rural residential area, with Artemisia californica, Eriogonum fasciculatum foliolosum, Acourtia microcephala, weedy grasses and annuals.",cch2
UCR0077047,1666513,2013-03-19,2013,3,19,78,33.59833,-117.14194,390,NA,NA,NA,Riverside,"Menifee Valley, Los Alamos Road at its crossing of Warm Springs Creek, and hill west of Jeanette Drive","Riparian corridor and adjacent hills with disturbed coastal sage scrub/chaparral in rural residential area. Assoc. with Salix lasiolepis, S. gooddingii, Rhamnus crocea, Rhus aromatica, Artemisia californica.",cch2
